ID,AGENT,TYPE,CONFIDENCE,SECURITY
3265798503,Claude_Code,,,0
3265800252,Claude_Code,,,1
3265834681,Claude_Code,,,0
3265836216,Claude_Code,,,1
3265845795,Claude_Code,,,1
3265853156,Claude_Code,,,0
3230492091,Claude_Code,,,1
3230514125,Claude_Code,,,0
3230516641,Claude_Code,,,0
3230526669,Claude_Code,,,0
3230535015,Claude_Code,,,0
3230558285,Claude_Code,,,0
3230567310,Claude_Code,,,0
3230606451,Claude_Code,,,1
3230607052,Claude_Code,,,1
3230673630,Claude_Code,,,1
3230688891,Claude_Code,,,1
3230698838,Claude_Code,,,1
3230705500,Claude_Code,,,1
3230717622,Claude_Code,,,1
3230752015,Claude_Code,,,1
3230753621,Claude_Code,,,1
3230754787,Claude_Code,,,1
3230755639,Claude_Code,,,1
3230768235,Claude_Code,,,1
3230822051,Claude_Code,,,0
3230949219,Claude_Code,,,1
3230971026,Claude_Code,,,0
3231009067,Claude_Code,,,0
3231119941,Claude_Code,,,1
3231193003,Claude_Code,,,0
3231210094,Claude_Code,,,0
3231287589,Claude_Code,,,0
3231647303,Claude_Code,,,0
3231713679,Claude_Code,,,1
3231723558,Claude_Code,,,1
3231949586,Claude_Code,feat,10.0,1
3231950376,Claude_Code,feat,10.0,0
3231951012,Claude_Code,feat,10.0,0
3231951656,Claude_Code,feat,10.0,0
3231952364,Claude_Code,feat,10.0,0
3231953027,Claude_Code,feat,10.0,0
3231953757,Claude_Code,feat,10.0,0
3231954470,Claude_Code,feat,10.0,0
3231955292,Claude_Code,feat,10.0,0
3232028428,Claude_Code,build,9.0,0
3232062117,Claude_Code,,,0
3232277389,Claude_Code,,,1
3232521552,Claude_Code,,,1
3232676505,Claude_Code,,,0
3232713517,Claude_Code,,,0
3232734955,Claude_Code,,,0
3232757923,Claude_Code,,,0
3232764154,Claude_Code,,,0
3232804533,Claude_Code,,,1
3232839301,Claude_Code,,,0
3232844270,Claude_Code,feat,10.0,0
3232968512,Claude_Code,,,1
3233033953,Claude_Code,,,0
3233079202,Claude_Code,,,1
3233087191,Claude_Code,,,1
3233125141,Claude_Code,,,1
3233240539,Claude_Code,,,1
3233306915,Claude_Code,,,1
3233376842,Claude_Code,,,0
3233455636,Claude_Code,,,0
3233519005,Claude_Code,,,0
3233534964,Claude_Code,,,0
3233554538,Claude_Code,,,1
3233564445,Claude_Code,,,1
3233595404,Claude_Code,,,0
3233600627,Claude_Code,,,1
3233647240,Claude_Code,,,0
3233670954,Claude_Code,,,1
3233674084,Claude_Code,,,1
3233691745,Claude_Code,,,0
3233693222,Claude_Code,,,0
3233730287,Claude_Code,,,0
3233790755,Claude_Code,,,0
3233805243,Claude_Code,,,0
3233830147,Claude_Code,,,1
3233833926,Claude_Code,,,0
3233847602,Claude_Code,,,0
3233890438,Claude_Code,,,1
3233932977,Claude_Code,,,0
3233983381,Claude_Code,,,0
3233984740,Claude_Code,,,0
3234014420,Claude_Code,,,1
3234017880,Claude_Code,,,1
3234018836,Claude_Code,,,1
3234020159,Claude_Code,,,1
3234021408,Claude_Code,,,1
3234033710,Claude_Code,,,1
3234070893,Claude_Code,,,0
3234074444,Claude_Code,,,0
3234076563,Claude_Code,,,0
3234097746,Claude_Code,,,0
3234097992,Claude_Code,,,1
3234102722,Claude_Code,chore,10.0,0
3234128647,Claude_Code,,,0
3234153593,Claude_Code,,,0
3234167533,Claude_Code,,,0
3234298757,Claude_Code,,,0
3234326489,Claude_Code,,,0
3234337155,Claude_Code,,,0
3234350867,Claude_Code,,,0
3212936031,Claude_Code,,,0
3212961701,Claude_Code,fix,10.0,1
3213043832,Claude_Code,,,0
3213076964,Claude_Code,,,1
3213077012,Claude_Code,,,1
3213104428,Claude_Code,,,1
3213106921,Claude_Code,,,1
3213109006,Claude_Code,,,1
3213362061,Claude_Code,,,1
3213386146,Claude_Code,,,1
3213386847,Claude_Code,,,0
3213390030,Claude_Code,,,1
3213524260,Claude_Code,,,0
3213587071,Claude_Code,,,1
3213666602,Claude_Code,,,1
3213731459,Claude_Code,,,1
3213843314,Claude_Code,,,1
3213865607,Claude_Code,,,0
3213866056,Claude_Code,,,0
3213876925,Claude_Code,,,0
3213894476,Claude_Code,,,0
3213953733,Claude_Code,,,1
3214008012,Claude_Code,,,1
3214020565,Claude_Code,,,1
3214041119,Claude_Code,,,0
3214052230,Claude_Code,,,0
3214062726,Claude_Code,,,1
3214150427,Claude_Code,,,0
3214156873,Claude_Code,,,0
3214173937,Claude_Code,,,1
3214283966,Claude_Code,,,1
3214324134,Claude_Code,,,1
3214355868,Claude_Code,,,0
3214396194,Claude_Code,,,0
3214401152,Claude_Code,,,0
3214403190,Claude_Code,,,1
3214418019,Claude_Code,,,0
3214528603,Claude_Code,,,0
3214555104,Claude_Code,feat,9.0,0
3214582992,Claude_Code,,,1
3214602360,Claude_Code,,,0
3214609170,Claude_Code,,,0
3214724259,Claude_Code,feat,10.0,1
3214782537,Claude_Code,refactor,10.0,1
3214876564,Claude_Code,fix,10.0,1
3214956329,Claude_Code,,,1
3215044634,Claude_Code,,,1
3215191345,Claude_Code,,,0
3215227700,Claude_Code,,,0
3215269121,Claude_Code,,,0
3215271506,Claude_Code,,,0
3215303640,Claude_Code,,,0
3215410323,Claude_Code,,,1
3215550165,Claude_Code,,,0
3215620550,Claude_Code,,,0
3215705355,Claude_Code,,,1
3215730319,Claude_Code,fix,10.0,0
3215743014,Claude_Code,,,1
3215868710,Claude_Code,feat,10.0,0
3216002001,Claude_Code,,,0
3216003038,Claude_Code,,,1
3216022893,Claude_Code,,,1
3216037030,Claude_Code,,,1
3216040296,Claude_Code,,,1
3216119985,Claude_Code,,,1
3216145326,Claude_Code,,,0
3216274135,Claude_Code,,,1
3216312314,Claude_Code,,,0
3216403948,Claude_Code,,,0
3216407600,Claude_Code,,,1
3216427341,Claude_Code,,,0
3216535181,Claude_Code,,,0
3216678691,Claude_Code,docs,9.0,0
3216691582,Claude_Code,,,1
3216706697,Claude_Code,feat,10.0,1
3216742710,Claude_Code,,,0
3216793862,Claude_Code,fix,10.0,0
3216817997,Claude_Code,,,0
3216854293,Claude_Code,,,1
3216883300,Claude_Code,,,0
3216907732,Claude_Code,,,0
3217004768,Claude_Code,,,0
3217092959,Claude_Code,,,1
3217112525,Claude_Code,,,0
3217121424,Claude_Code,,,1
3217159804,Claude_Code,,,0
3217170876,Claude_Code,,,1
3217202784,Claude_Code,,,1
3217230588,Claude_Code,,,0
3217239598,Claude_Code,,,0
3217246152,Claude_Code,,,0
3217317566,Claude_Code,,,0
3217414148,Claude_Code,,,0
3217429564,Claude_Code,,,0
3217442887,Claude_Code,,,0
3217457128,Claude_Code,,,1
3217499033,Claude_Code,,,1
3217500382,Claude_Code,,,0
3217525708,Claude_Code,,,0
3217542733,Claude_Code,,,0
3164455562,Claude_Code,,,0
3164503419,Claude_Code,fix,10.0,1
3164567685,Claude_Code,fix,10.0,0
3164643650,Claude_Code,,,1
3164684436,Claude_Code,,,1
3164691262,Claude_Code,,,0
3164696893,Claude_Code,,,1
3164714063,Claude_Code,,,0
3164723879,Claude_Code,,,0
3164736230,Claude_Code,feat,10.0,1
3164740579,Claude_Code,,,0
3164740683,Claude_Code,,,0
3164743098,Claude_Code,,,0
3164755100,Claude_Code,,,0
3164760053,Claude_Code,,,1
3164790618,Claude_Code,,,0
3164810776,Claude_Code,,,0
3164822811,Claude_Code,,,1
3164827536,Claude_Code,,,0
3164829333,Claude_Code,,,1
3164878841,Claude_Code,,,1
3164904049,Claude_Code,,,0
3164936481,Claude_Code,,,0
3164942048,Claude_Code,,,0
3164943424,Claude_Code,,,1
3164955455,Claude_Code,,,1
3164956584,Claude_Code,,,1
3164982525,Claude_Code,,,1
3164991048,Claude_Code,,,1
3165002185,Claude_Code,,,0
3165023078,Claude_Code,refactor,9.0,0
3165025296,Claude_Code,,,1
3165036118,Claude_Code,,,0
3165052478,Claude_Code,,,1
3165060364,Claude_Code,feat,10.0,0
3165062480,Claude_Code,,,0
3165090977,Claude_Code,,,0
3165107296,Claude_Code,,,1
3165116477,Claude_Code,,,1
3165120477,Claude_Code,,,1
3165141724,Claude_Code,,,0
3165142176,Claude_Code,,,0
3165146820,Claude_Code,docs,10.0,0
3165158230,Claude_Code,,,0
3165176651,Claude_Code,,,1
3165176791,Claude_Code,feat,10.0,0
3165185990,Claude_Code,,,0
3165199604,Claude_Code,,,0
3165203923,Claude_Code,,,1
3165212538,Claude_Code,,,0
3165216140,Claude_Code,,,0
3165230160,Claude_Code,,,1
3165237396,Claude_Code,,,1
3165275282,Claude_Code,,,0
3165279588,Claude_Code,,,1
3165282002,Claude_Code,,,0
3165301762,Claude_Code,,,1
3165305278,Claude_Code,,,1
3165335273,Claude_Code,,,0
3165369590,Claude_Code,,,1
3165397891,Claude_Code,,,0
3165407647,Claude_Code,feat,10.0,0
3165413528,Claude_Code,,,0
3165431934,Claude_Code,feat,10.0,0
3165440543,Claude_Code,fix,10.0,0
3165441855,Claude_Code,fix,10.0,0
3165449648,Claude_Code,,,0
3165464667,Claude_Code,,,0
3165476679,Claude_Code,,,0
3165482014,Claude_Code,,,0
3165503646,Claude_Code,fix,10.0,0
3271567114,Claude_Code,,,0
3271567579,Claude_Code,,,1
3271579465,Claude_Code,,,0
3271580347,Claude_Code,,,0
3271581623,Claude_Code,,,0
3271590190,Claude_Code,,,0
3271590344,Claude_Code,,,1
3271590594,Claude_Code,,,0
3271591167,Claude_Code,,,1
3271604043,Claude_Code,,,1
3271608020,Claude_Code,,,0
3271620734,Claude_Code,,,1
3271626131,Claude_Code,,,0
3271653941,Claude_Code,,,1
3271658970,Claude_Code,,,0
3271660213,Claude_Code,feat,10.0,0
3271679673,Claude_Code,,,1
3271683516,Claude_Code,,,1
3271704232,Claude_Code,,,0
3271714067,Claude_Code,,,0
3271740125,Claude_Code,docs,10.0,0
3271744926,Claude_Code,,,0
3271748860,Claude_Code,fix,10.0,0
3271763145,Claude_Code,,,0
3271794994,Claude_Code,,,0
3271807579,Claude_Code,,,0
3271843023,Claude_Code,,,0
3271866378,Claude_Code,,,1
3271901889,Claude_Code,,,1
3271908086,Claude_Code,,,1
3271922674,Claude_Code,,,0
3271925582,Claude_Code,,,1
3271925777,Claude_Code,,,1
3271932119,Claude_Code,,,1
3271938878,Claude_Code,,,1
3271943252,Claude_Code,fix,10.0,0
3271944979,Claude_Code,,,0
3271985690,Claude_Code,,,0
3271988317,Claude_Code,feat,10.0,0
3271989734,Claude_Code,,,0
3272002199,Claude_Code,,,1
3272004008,Claude_Code,,,0
3272010144,Claude_Code,,,1
3272079657,Claude_Code,,,1
3272130929,Claude_Code,,,0
3272197967,Claude_Code,,,0
3272203562,Claude_Code,,,1
3272212843,Claude_Code,,,0
3272234287,Claude_Code,,,1
3272252685,Claude_Code,,,1
3272275087,Claude_Code,feat,10.0,0
3272316748,Claude_Code,,,0
3272370945,Claude_Code,,,0
3272397381,Claude_Code,fix,10.0,0
3272468669,Claude_Code,,,0
3272491780,Claude_Code,,,0
3272508473,Claude_Code,,,0
3272512242,Claude_Code,,,0
3272564683,Claude_Code,,,0
3272608594,Claude_Code,,,0
3272618998,Claude_Code,,,1
3272663813,Claude_Code,,,0
3272696117,Claude_Code,,,0
3272886866,Claude_Code,,,0
3272907868,Claude_Code,feat,10.0,1
3272928654,Claude_Code,,,0
3272947398,Claude_Code,,,1
3272953371,Claude_Code,,,0
3273076818,Claude_Code,,,0
3273165226,Claude_Code,,,1
3273185987,Claude_Code,,,0
3273233066,Claude_Code,feat,10.0,1
3273243547,Claude_Code,fix,10.0,0
3273259690,Claude_Code,,,1
3273358191,Claude_Code,,,0
3273425089,Claude_Code,,,0
3273516342,Claude_Code,,,0
3273580906,Claude_Code,fix,9.0,0
3273603429,Claude_Code,,,1
3273613156,Claude_Code,,,0
3273635562,Claude_Code,,,1
3273655962,Claude_Code,,,1
3273688090,Claude_Code,,,1
3273708253,Claude_Code,,,0
3273752719,Claude_Code,docs,10.0,0
3273816322,Claude_Code,,,1
3273827179,Claude_Code,,,0
3273845605,Claude_Code,,,0
3273869185,Claude_Code,,,0
3273920973,Claude_Code,,,1
3273924996,Claude_Code,,,0
3273948358,Claude_Code,,,1
3273978835,Claude_Code,,,1
3274038425,Claude_Code,fix,9.0,0
3274065912,Claude_Code,,,0
3274109394,Claude_Code,,,0
3274206401,Claude_Code,,,0
3274247436,Claude_Code,,,1
3274262004,Claude_Code,,,0
3274291758,Claude_Code,,,1
3217681446,Claude_Code,,,1
3217691595,Claude_Code,,,0
3217709166,Claude_Code,,,0
3217727499,Claude_Code,,,0
3217744417,Claude_Code,,,0
3217776726,Claude_Code,,,1
3217811230,Claude_Code,,,1
3217960155,Claude_Code,,,0
3218011905,Claude_Code,,,0
3218077057,Claude_Code,,,0
3218361901,Claude_Code,,,1
3218503301,Claude_Code,,,0
3218622660,Claude_Code,,,0
3218839273,Claude_Code,,,1
3218846331,Claude_Code,,,0
3218863231,Claude_Code,,,0
3218898737,Claude_Code,,,0
3218921820,Claude_Code,,,0
3219003764,Claude_Code,,,1
3219102497,Claude_Code,test,10.0,0
3219163069,Claude_Code,,,0
3219167681,Claude_Code,,,1
3219216721,Claude_Code,,,1
3219243947,Claude_Code,,,1
3219250425,Claude_Code,,,0
3219335308,Claude_Code,,,1
3219435144,Claude_Code,,,1
3219526033,Claude_Code,,,1
3219537717,Claude_Code,,,1
3219568024,Claude_Code,,,1
3219606258,Claude_Code,,,0
3219729566,Claude_Code,,,1
3219815146,Claude_Code,,,0
3219859296,Claude_Code,,,1
3219880512,Claude_Code,feat,10.0,1
3219910271,Claude_Code,,,0
3219941199,Claude_Code,,,0
3220038353,Claude_Code,,,1
3220057202,Claude_Code,,,1
3220062118,Claude_Code,,,0
3220074619,Claude_Code,,,0
3220079259,Claude_Code,,,1
3220081099,Claude_Code,,,1
3220089879,Claude_Code,,,0
3220110006,Claude_Code,,,1
3220180204,Claude_Code,,,1
3220185604,Claude_Code,,,1
3220200454,Claude_Code,,,1
3220223180,Claude_Code,fix,9.0,1
3220288788,Claude_Code,,,1
3220293300,Claude_Code,,,1
3220340402,Claude_Code,,,0
3220367089,Claude_Code,fix,10.0,1
3220467431,Claude_Code,,,1
3220515087,Claude_Code,,,0
3220542586,Claude_Code,,,0
3220548191,Claude_Code,,,0
3220598771,Claude_Code,,,1
3220720289,Claude_Code,,,0
3220724710,Claude_Code,,,0
3220734114,Claude_Code,,,1
3220742495,Claude_Code,,,0
3220744192,Claude_Code,,,1
3220764076,Claude_Code,,,0
3220772326,Claude_Code,,,1
3220869366,Claude_Code,,,1
3220882031,Claude_Code,,,1
3220946590,Claude_Code,,,1
3220963892,Claude_Code,,,0
3221010927,Claude_Code,,,1
3221016209,Claude_Code,,,0
3221016800,Claude_Code,,,1
3221022326,Claude_Code,,,1
3221034417,Claude_Code,,,0
3221086785,Claude_Code,,,1
3221132108,Claude_Code,,,1
3221142196,Claude_Code,,,0
3221195362,Claude_Code,,,1
3221278323,Claude_Code,,,1
3221324211,Claude_Code,,,0
3221331339,Claude_Code,,,0
3221397484,Claude_Code,,,1
3221410496,Claude_Code,,,0
3221462685,Claude_Code,,,0
3221491930,Claude_Code,,,0
3221516095,Claude_Code,,,0
3221520140,Claude_Code,fix,10.0,1
3221564754,Claude_Code,,,1
3221662460,Claude_Code,,,0
3221681947,Claude_Code,,,0
3221837789,Claude_Code,,,0
3221933562,Claude_Code,,,1
3222029830,Claude_Code,,,1
3222101465,Claude_Code,refactor,9.0,0
3222108491,Claude_Code,,,0
2876006908,Claude_Code,feat,10.0,0
2876189425,Claude_Code,,,0
2876264350,Claude_Code,,,1
2876265765,Claude_Code,,,0
2876382016,Claude_Code,,,0
2876533575,Claude_Code,fix,9.0,0
2878532022,Claude_Code,,,0
2878832797,Claude_Code,,,1
2879440216,Claude_Code,,,0
2880293441,Claude_Code,,,0
2880502647,Claude_Code,,,0
2882576893,Claude_Code,docs,10.0,0
2882674719,Claude_Code,,,0
2882954656,Claude_Code,,,0
2882960764,Claude_Code,,,0
2883059365,Claude_Code,,,0
2883083776,Claude_Code,docs,10.0,0
2883333739,Claude_Code,,,0
2883427344,Claude_Code,,,0
2883576902,Claude_Code,,,0
2883609845,Claude_Code,build,9.0,0
2883806237,Claude_Code,,,0
2883839435,Claude_Code,,,0
2883936949,Claude_Code,,,1
2884446170,Claude_Code,,,0
2884459825,Claude_Code,,,0
2884493852,Claude_Code,,,0
2884568947,Claude_Code,,,0
2884728141,Claude_Code,,,0
2884735542,Claude_Code,,,0
2884884868,Claude_Code,,,0
2884947681,Claude_Code,,,0
2885181980,Claude_Code,,,1
2885559823,Claude_Code,,,0
2885893618,Claude_Code,,,1
2886171819,Claude_Code,fix,10.0,0
2886754536,Claude_Code,,,0
2887246019,Claude_Code,,,0
2887382253,Claude_Code,,,0
2887720433,Claude_Code,,,0
2888099084,Claude_Code,chore,10.0,0
2888113518,Claude_Code,,,0
2888136550,Claude_Code,,,0
2888185420,Claude_Code,feat,9.0,0
2888515601,Claude_Code,,,0
2888546268,Claude_Code,,,0
2888577184,Claude_Code,,,0
2888581764,Claude_Code,,,0
2888657232,Claude_Code,fix,10.0,0
2888670206,Claude_Code,,,0
2888743415,Claude_Code,,,0
2888886101,Claude_Code,,,0
2888967680,Claude_Code,,,1
2888973805,Claude_Code,,,1
2889122289,Claude_Code,,,0
2889203535,Claude_Code,,,0
2889206180,Claude_Code,,,0
2889216944,Claude_Code,,,0
2889298080,Claude_Code,,,1
2889310314,Claude_Code,,,1
2889318909,Claude_Code,,,1
2889320384,Claude_Code,,,1
2889328836,Claude_Code,,,0
2889495308,Claude_Code,,,0
2889561292,Claude_Code,,,1
2889684016,Claude_Code,,,1
2889835337,Claude_Code,feat,10.0,1
2889875255,Claude_Code,feat,10.0,1
2889940236,Claude_Code,fix,10.0,0
2889940415,Claude_Code,feat,10.0,1
2891236292,Claude_Code,,,0
2891256840,Claude_Code,,,0
2891977701,Claude_Code,,,0
2891995192,Claude_Code,,,0
2892049136,Claude_Code,,,0
2892060916,Claude_Code,,,0
2892216299,Claude_Code,,,0
2892351217,Claude_Code,,,0
2892364501,Claude_Code,feat,9.0,1
2892382876,Claude_Code,,,0
2892443818,Claude_Code,feat,9.0,0
2892474389,Claude_Code,,,0
2893460042,Claude_Code,,,0
2893722844,Claude_Code,,,0
2893737531,Claude_Code,,,0
2894034499,Claude_Code,,,0
2894106001,Claude_Code,,,0
2894583815,Claude_Code,,,0
2894672106,Claude_Code,,,0
2894701254,Claude_Code,,,0
2894762370,Claude_Code,feat,10.0,0
2894927667,Claude_Code,,,0
2894944477,Claude_Code,,,0
2894957106,Claude_Code,,,0
2895009458,Claude_Code,,,0
2895012032,Claude_Code,,,0
2895053038,Claude_Code,,,1
2895083790,Claude_Code,,,0
2895227949,Claude_Code,,,0
2895334773,Claude_Code,,,0
3246195190,Claude_Code,,,1
3246205975,Claude_Code,,,1
3246210420,Claude_Code,,,1
3246218238,Claude_Code,,,1
3246219295,Claude_Code,,,0
3246260681,Claude_Code,,,0
3246309767,Claude_Code,,,0
3246320072,Claude_Code,,,0
3246331801,Claude_Code,,,0
3246385831,Claude_Code,,,0
3246401928,Claude_Code,,,1
3246409910,Claude_Code,,,0
3246412669,Claude_Code,,,0
3246421976,Claude_Code,,,0
3246433759,Claude_Code,,,1
3246466686,Claude_Code,,,1
3246467692,Claude_Code,,,0
3246473650,Claude_Code,,,0
3246481712,Claude_Code,,,1
3246483739,Claude_Code,,,0
3246504541,Claude_Code,,,0
3246506722,Claude_Code,,,0
3246513832,Claude_Code,,,0
3246515211,Claude_Code,,,1
3246515448,Claude_Code,,,0
3246519319,Claude_Code,,,0
3246546663,Claude_Code,,,0
3246553640,Claude_Code,,,1
3246553650,Claude_Code,,,1
3246553663,Claude_Code,,,1
3246553675,Claude_Code,,,1
3246559432,Claude_Code,,,1
3246582237,Claude_Code,,,0
3246584575,Claude_Code,,,1
3246593822,Claude_Code,,,1
3246595524,Claude_Code,,,0
3246602916,Claude_Code,,,0
3246635062,Claude_Code,feat,10.0,0
3246647058,Claude_Code,,,1
3246659220,Claude_Code,,,1
3246659277,Claude_Code,,,1
3246680171,Claude_Code,docs,9.0,0
3246681942,Claude_Code,build,9.0,0
3246684833,Claude_Code,feat,9.0,0
3246695709,Claude_Code,,,0
3246725661,Claude_Code,,,0
3246737758,Claude_Code,,,1
3246753331,Claude_Code,,,1
3246762934,Claude_Code,,,0
3246764807,Claude_Code,feat,9.0,0
3246776202,Claude_Code,,,0
3246778923,Claude_Code,,,1
3246779027,Claude_Code,,,0
3246782591,Claude_Code,,,0
3246783470,Claude_Code,,,0
3246786468,Claude_Code,,,1
3246796582,Claude_Code,fix,9.0,0
3246799447,Claude_Code,,,0
3261692714,Claude_Code,,,0
3261695047,Claude_Code,,,1
3261699755,Claude_Code,,,0
3261700014,Claude_Code,,,0
3261756546,Claude_Code,,,0
3261762956,Claude_Code,,,0
3261776974,Claude_Code,,,1
3261793624,Claude_Code,,,0
3261934070,Claude_Code,,,0
3261960324,Claude_Code,,,0
3261973098,Claude_Code,,,0
3262006441,Claude_Code,,,0
3262025700,Claude_Code,,,1
3262032750,Claude_Code,,,1
3262033047,Claude_Code,,,1
3262037453,Claude_Code,,,1
3262048487,Claude_Code,,,0
3262049145,Claude_Code,,,1
3262058286,Claude_Code,,,0
3262070703,Claude_Code,,,1
3262103628,Claude_Code,,,1
3262137771,Claude_Code,,,0
3262159854,Claude_Code,,,0
3262162552,Claude_Code,,,0
3262167040,Claude_Code,,,1
3262219048,Claude_Code,,,0
3262242914,Claude_Code,,,0
3262310380,Claude_Code,refactor,10.0,1
3262318026,Claude_Code,,,0
3262323933,Claude_Code,,,0
3262348422,Claude_Code,,,0
3262355417,Claude_Code,,,0
3262363942,Claude_Code,,,1
3262450209,Claude_Code,,,1
3262499186,Claude_Code,,,0
3262589445,Claude_Code,,,0
3262590953,Claude_Code,,,1
3262596117,Claude_Code,,,0
3262599201,Claude_Code,,,0
3262601495,Claude_Code,,,1
3262618753,Claude_Code,,,1
3262620050,Claude_Code,,,1
3262649320,Claude_Code,fix,10.0,0
3262657819,Claude_Code,,,0
3262672952,Claude_Code,,,1
3262676920,Claude_Code,,,1
3262746670,Claude_Code,,,1
3262837420,Claude_Code,,,0
3262844505,Claude_Code,,,0
3262952550,Claude_Code,,,0
3262977175,Claude_Code,,,0
3263007050,Claude_Code,,,0
3263008372,Claude_Code,,,1
3263026229,Claude_Code,,,0
3263035975,Claude_Code,,,0
3263070878,Claude_Code,,,0
3263104372,Claude_Code,,,0
3263126450,Claude_Code,,,0
3263199127,Claude_Code,fix,10.0,0
3263214387,Claude_Code,,,0
3263277863,Claude_Code,,,0
3263290555,Claude_Code,,,0
3263295503,Claude_Code,,,1
3263326115,Claude_Code,,,0
3263344114,Claude_Code,,,0
3263400322,Claude_Code,,,1
3263443106,Claude_Code,,,0
3263451235,Claude_Code,,,0
3263480744,Claude_Code,,,0
3263505961,Claude_Code,,,0
3263541924,Claude_Code,,,0
3263551854,Claude_Code,,,1
3263620445,Claude_Code,,,1
3263642723,Claude_Code,,,1
3263676191,Claude_Code,,,0
3263678046,Claude_Code,,,0
3263692368,Claude_Code,fix,10.0,0
3263698092,Claude_Code,,,1
3263727792,Claude_Code,,,0
3263741119,Claude_Code,,,0
3263743744,Claude_Code,,,1
3263767848,Claude_Code,,,0
3263780283,Claude_Code,,,0
3263804573,Claude_Code,,,0
3263834591,Claude_Code,,,0
3263913656,Claude_Code,,,1
3263934382,Claude_Code,feat,10.0,1
3263956892,Claude_Code,,,1
3263959135,Claude_Code,,,1
3263962317,Claude_Code,,,1
3263995373,Claude_Code,,,0
3264012932,Claude_Code,,,0
3094867079,Claude_Code,,,1
3094996224,Claude_Code,,,1
3095049001,Claude_Code,,,1
3095072949,Claude_Code,,,1
3095130444,Claude_Code,,,0
3095153117,Claude_Code,,,1
3095363291,Claude_Code,,,1
3095397781,Claude_Code,,,1
3095461817,Claude_Code,,,0
3095694691,Claude_Code,,,0
3095775731,Claude_Code,,,1
3095781194,Claude_Code,,,0
3095787455,Claude_Code,,,0
3095791328,Claude_Code,,,1
3095881986,Claude_Code,,,0
3095882837,Claude_Code,,,1
3095915818,Claude_Code,,,0
3095923079,Claude_Code,,,0
3096064017,Claude_Code,,,0
3097138785,Claude_Code,,,1
3097219713,Claude_Code,,,0
3097429017,Claude_Code,,,0
3097473061,Claude_Code,,,0
3097769901,Claude_Code,,,0
3097786532,Claude_Code,,,0
3097883591,Claude_Code,,,0
3098226964,Claude_Code,,,1
3098238530,Claude_Code,,,0
